sample_index,true_id,pred_id,true_label,pred_label,correct,confidence,true_confidence,confidence_margin,track_id,mp3_path
1271,6,2,Pop,Folk,False,0.7523303031921387,0.12877501547336578,0.6235553026199341,32332,data/fma_small/032/032332.mp3
3748,0,4,Electronic,Instrumental,False,0.75129634141922,0.161576509475708,0.589719831943512,84200,data/fma_small/084/084200.mp3
2495,6,7,Pop,Rock,False,0.750321626663208,0.2121959924697876,0.5381256341934204,58115,data/fma_small/058/058115.mp3
3786,1,7,Experimental,Rock,False,0.749284029006958,0.1931229829788208,0.5561610460281372,85400,data/fma_small/085/085400.mp3
5409,7,3,Rock,Hip-Hop,False,0.7487389445304871,0.013547808863222599,0.6680604219436646,114430,data/fma_small/114/114430.mp3
3494,3,1,Hip-Hop,Experimental,False,0.7460921406745911,0.0418577678501606,0.6590410470962524,75929,data/fma_small/075/075929.mp3
5680,1,6,Experimental,Pop,False,0.7460455894470215,0.08540409058332443,0.6606414914131165,118498,data/fma_small/118/118498.mp3
7470,0,7,Electronic,Rock,False,0.7454795837402344,0.06673812866210938,0.6391229033470154,141874,data/fma_small/141/141874.mp3
1787,1,6,Experimental,Pop,False,0.7433539032936096,0.02983321249485016,0.6032875776290894,44793,data/fma_small/044/044793.mp3
4897,4,1,Instrumental,Experimental,False,0.7392255663871765,0.07867024838924408,0.6448454260826111,108882,data/fma_small/108/108882.mp3
1799,6,4,Pop,Instrumental,False,0.7392125129699707,0.11408501863479614,0.6251274943351746,44805,data/fma_small/044/044805.mp3
582,5,2,International,Folk,False,0.7365312576293945,0.05821235105395317,0.6642253398895264,12109,data/fma_small/012/012109.mp3
1997,6,1,Pop,Experimental,False,0.7291495203971863,0.019077591598033905,0.58241868019104,49039,data/fma_small/049/049039.mp3
5245,5,6,International,Pop,False,0.7284433841705322,0.028970992192626,0.5957132577896118,113270,data/fma_small/113/113270.mp3
1876,1,6,Experimental,Pop,False,0.7274946570396423,0.02699792943894863,0.6327567100524902,46241,data/fma_small/046/046241.mp3
3780,6,3,Pop,Hip-Hop,False,0.7263228297233582,0.03453735634684563,0.5743422508239746,85311,data/fma_small/085/085311.mp3
401,7,6,Rock,Pop,False,0.7259233593940735,0.08128129690885544,0.5737473368644714,9560,data/fma_small/009/009560.mp3
6603,1,4,Experimental,Instrumental,False,0.7211747765541077,0.1603764444589615,0.5607983469963074,128878,data/fma_small/128/128878.mp3
1205,1,0,Experimental,Electronic,False,0.7203468680381775,0.04103363677859306,0.6194723844528198,29744,data/fma_small/029/029744.mp3
1203,1,0,Experimental,Electronic,False,0.7184258103370667,0.024108340963721275,0.5764309167861938,29741,data/fma_small/029/029741.mp3
2600,3,0,Hip-Hop,Electronic,False,0.7169766426086426,0.11124088615179062,0.6057357788085938,60476,data/fma_small/060/060476.mp3
2957,7,6,Rock,Pop,False,0.7158544063568115,0.16182585060596466,0.5540285706520081,67558,data/fma_small/067/067558.mp3
424,2,1,Folk,Experimental,False,0.7155471444129944,0.008823038078844547,0.5549533367156982,10389,data/fma_small/010/010389.mp3
2451,6,7,Pop,Rock,False,0.7149690985679626,0.20839953422546387,0.5065695643424988,57435,data/fma_small/057/057435.mp3
1605,7,2,Rock,Folk,False,0.7143210768699646,0.04439167678356171,0.5906654596328735,40903,data/fma_small/040/040903.mp3
451,7,1,Rock,Experimental,False,0.7120288014411926,0.009447346441447735,0.4751819372177124,10675,data/fma_small/010/010675.mp3
1919,1,5,Experimental,International,False,0.7103450894355774,0.07506269961595535,0.5961957573890686,47202,data/fma_small/047/047202.mp3
408,7,6,Rock,Pop,False,0.7091903686523438,0.014673282392323017,0.5611245036125183,9962,data/fma_small/009/009962.mp3
7629,2,4,Folk,Instrumental,False,0.7072342038154602,0.09902140498161316,0.6082128286361694,144475,data/fma_small/144/144475.mp3
1592,4,1,Instrumental,Experimental,False,0.7071854472160339,0.09598839282989502,0.6111970543861389,40655,data/fma_small/040/040655.mp3
4735,2,1,Folk,Experimental,False,0.7045535445213318,0.03659968450665474,0.616990327835083,107593,data/fma_small/107/107593.mp3
6452,6,2,Pop,Folk,False,0.7036092877388,0.1423015147447586,0.5613077878952026,127182,data/fma_small/127/127182.mp3
5388,7,4,Rock,Instrumental,False,0.703262984752655,0.07416918873786926,0.620916485786438,114395,data/fma_small/114/114395.mp3
3663,1,0,Experimental,Electronic,False,0.7027301788330078,0.22084809839725494,0.48188209533691406,82242,data/fma_small/082/082242.mp3
6841,4,0,Instrumental,Electronic,False,0.7003745436668396,0.044050488620996475,0.5196031332015991,131837,data/fma_small/131/131837.mp3
3989,2,7,Folk,Rock,False,0.6998526453971863,0.031094660982489586,0.4906049966812134,88892,data/fma_small/088/088892.mp3
5780,1,2,Experimental,Folk,False,0.698437511920929,0.10734420269727707,0.5844986438751221,120150,data/fma_small/120/120150.mp3
3071,7,1,Rock,Experimental,False,0.6982424259185791,0.1261797547340393,0.5720626711845398,69723,data/fma_small/069/069723.mp3
107,2,4,Folk,Instrumental,False,0.6975793838500977,0.17185647785663605,0.5257229208946228,1703,data/fma_small/001/001703.mp3
3787,6,7,Pop,Rock,False,0.6950834393501282,0.1548471450805664,0.5402362942695618,85419,data/fma_small/085/085419.mp3
1245,0,4,Electronic,Instrumental,False,0.6928645968437195,0.05331549420952797,0.5431318879127502,31043,data/fma_small/031/031043.mp3
5736,1,0,Experimental,Electronic,False,0.692416250705719,0.2819332182407379,0.4104830324649811,119575,data/fma_small/119/119575.mp3
5454,0,3,Electronic,Hip-Hop,False,0.6894965767860413,0.1024104580283165,0.5870861411094666,115321,data/fma_small/115/115321.mp3
3888,3,6,Hip-Hop,Pop,False,0.6886395812034607,0.018895385786890984,0.5578066110610962,86680,data/fma_small/086/086680.mp3
2477,3,1,Hip-Hop,Experimental,False,0.6882290840148926,0.015200492925941944,0.5810166597366333,57822,data/fma_small/057/057822.mp3
538,3,0,Hip-Hop,Electronic,False,0.6807767748832703,0.24829530715942383,0.43248146772384644,11790,data/fma_small/011/011790.mp3
6089,6,4,Pop,Instrumental,False,0.67571622133255,0.01457349956035614,0.4255659878253937,123509,data/fma_small/123/123509.mp3
5006,1,4,Experimental,Instrumental,False,0.6748595833778381,0.1689435988664627,0.5059159994125366,110274,data/fma_small/110/110274.mp3
7970,5,0,International,Electronic,False,0.6734344959259033,0.21084153652191162,0.4625929594039917,152258,data/fma_small/152/152258.mp3
3640,4,0,Instrumental,Electronic,False,0.6683492660522461,0.24075299501419067,0.4275962710380554,81600,data/fma_small/081/081600.mp3
5293,6,5,Pop,International,False,0.6678500175476074,0.22725529968738556,0.44059473276138306,113809,data/fma_small/113/113809.mp3
3735,1,2,Experimental,Folk,False,0.6625624895095825,0.02288789302110672,0.5535521507263184,84139,data/fma_small/084/084139.mp3
2078,6,7,Pop,Rock,False,0.6611157059669495,0.04272136092185974,0.5694301128387451,51278,data/fma_small/051/051278.mp3
6381,1,4,Experimental,Instrumental,False,0.6610629558563232,0.10268642753362656,0.5448318719863892,126512,data/fma_small/126/126512.mp3
5298,6,0,Pop,Electronic,False,0.6589905619621277,0.06205618381500244,0.5170776844024658,113934,data/fma_small/113/113934.mp3
618,6,4,Pop,Instrumental,False,0.6587884426116943,0.04055843874812126,0.4272831082344055,12530,data/fma_small/012/012530.mp3
7668,2,4,Folk,Instrumental,False,0.6580449938774109,0.049709487706422806,0.497917115688324,145002,data/fma_small/145/145002.mp3
5901,4,1,Instrumental,Experimental,False,0.6568784117698669,0.19600506126880646,0.4608733654022217,121653,data/fma_small/121/121653.mp3
6025,4,0,Instrumental,Electronic,False,0.6564050316810608,0.18264609575271606,0.4737589359283447,122673,data/fma_small/122/122673.mp3
3796,6,7,Pop,Rock,False,0.6549829840660095,0.22829902172088623,0.4266839623451233,85428,data/fma_small/085/085428.mp3
5109,6,0,Pop,Electronic,False,0.6535391211509705,0.13932813704013824,0.5142109990119934,111386,data/fma_small/111/111386.mp3
1588,3,0,Hip-Hop,Electronic,False,0.6518582701683044,0.14103716611862183,0.5108211040496826,40541,data/fma_small/040/040541.mp3
1589,3,0,Hip-Hop,Electronic,False,0.6517295837402344,0.14098209142684937,0.510747492313385,40542,data/fma_small/040/040542.mp3
3510,5,2,International,Folk,False,0.6513543725013733,0.030625050887465477,0.4282074570655823,76076,data/fma_small/076/076076.mp3
7447,4,1,Instrumental,Experimental,False,0.650050163269043,0.07637634128332138,0.4575997591018677,141300,data/fma_small/141/141300.mp3
1671,7,2,Rock,Folk,False,0.646660566329956,0.03798902779817581,0.46003514528274536,42310,data/fma_small/042/042310.mp3
1264,6,1,Pop,Experimental,False,0.6462368965148926,0.18306756019592285,0.4631693363189697,32325,data/fma_small/032/032325.mp3
591,2,7,Folk,Rock,False,0.644512414932251,0.08588448911905289,0.5105491280555725,12348,data/fma_small/012/012348.mp3
7716,6,3,Pop,Hip-Hop,False,0.6440334320068359,0.27393388748168945,0.3700995445251465,145703,data/fma_small/145/145703.mp3
5307,0,6,Electronic,Pop,False,0.6427739262580872,0.049507807940244675,0.5257825255393982,113973,data/fma_small/113/113973.mp3
1763,3,1,Hip-Hop,Experimental,False,0.6421436071395874,0.028064733371138573,0.4378371834754944,43868,data/fma_small/043/043868.mp3
505,5,2,International,Folk,False,0.6391802430152893,0.03996414318680763,0.46665918827056885,11675,data/fma_small/011/011675.mp3
2077,6,0,Pop,Electronic,False,0.6377633213996887,0.14944422245025635,0.4883190989494324,51276,data/fma_small/051/051276.mp3
5575,1,4,Experimental,Instrumental,False,0.6360742449760437,0.0435437448322773,0.41448211669921875,116709,data/fma_small/116/116709.mp3
1909,1,7,Experimental,Rock,False,0.6320269703865051,0.14539426565170288,0.48663270473480225,47192,data/fma_small/047/047192.mp3
2286,6,2,Pop,Folk,False,0.6308647990226746,0.05406085029244423,0.40749114751815796,55076,data/fma_small/055/055076.mp3
4106,7,6,Rock,Pop,False,0.6282954812049866,0.2001587152481079,0.42813676595687866,91458,data/fma_small/091/091458.mp3
1179,6,2,Pop,Folk,False,0.6270907521247864,0.10426348447799683,0.5007954239845276,29180,data/fma_small/029/029180.mp3
3137,3,0,Hip-Hop,Electronic,False,0.6267676949501038,0.19583362340927124,0.4309340715408325,70775,data/fma_small/070/070775.mp3
2743,4,7,Instrumental,Rock,False,0.6244321465492249,0.03380734100937843,0.4502028226852417,63291,data/fma_small/063/063291.mp3
5999,6,4,Pop,Instrumental,False,0.6238751411437988,0.07322360575199127,0.4848427176475525,122579,data/fma_small/122/122579.mp3
4700,5,7,International,Rock,False,0.6225473880767822,0.14728714525699615,0.45896077156066895,107256,data/fma_small/107/107256.mp3
5846,4,6,Instrumental,Pop,False,0.6225175261497498,0.114644855260849,0.5050824284553528,120514,data/fma_small/120/120514.mp3
1764,3,0,Hip-Hop,Electronic,False,0.6211993098258972,0.18704433739185333,0.4341549873352051,43869,data/fma_small/043/043869.mp3
6491,6,7,Pop,Rock,False,0.6194791793823242,0.2306842803955078,0.3887948989868164,127285,data/fma_small/127/127285.mp3
2478,3,6,Hip-Hop,Pop,False,0.6189334392547607,0.14584366977214813,0.4730897545814514,57823,data/fma_small/057/057823.mp3
5311,3,4,Hip-Hop,Instrumental,False,0.6183341145515442,0.15023855865001678,0.45702648162841797,114037,data/fma_small/114/114037.mp3
4795,7,6,Rock,Pop,False,0.6167895793914795,0.28390833735466003,0.33288124203681946,108297,data/fma_small/108/108297.mp3
7983,6,5,Pop,International,False,0.6146970987319946,0.11088075488805771,0.48453953862190247,153383,data/fma_small/153/153383.mp3
4606,3,1,Hip-Hop,Experimental,False,0.6118816137313843,0.21164385974407196,0.4002377390861511,105683,data/fma_small/105/105683.mp3
2299,0,1,Electronic,Experimental,False,0.6089011430740356,0.06658061593770981,0.39876097440719604,55183,data/fma_small/055/055183.mp3
1591,4,1,Instrumental,Experimental,False,0.6073991656303406,0.14639241993427277,0.461006760597229,40654,data/fma_small/040/040654.mp3
1014,1,6,Experimental,Pop,False,0.6053983569145203,0.14941519498825073,0.45598316192626953,24983,data/fma_small/024/024983.mp3
1788,1,2,Experimental,Folk,False,0.6045644879341125,0.025443298742175102,0.36740028858184814,44794,data/fma_small/044/044794.mp3
6814,6,7,Pop,Rock,False,0.6041505336761475,0.18756884336471558,0.4165816903114319,131454,data/fma_small/131/131454.mp3
839,6,5,Pop,International,False,0.6041284203529358,0.12094199657440186,0.47736480832099915,19413,data/fma_small/019/019413.mp3
6457,6,2,Pop,Folk,False,0.6031978726387024,0.31059029698371887,0.2926075756549835,127187,data/fma_small/127/127187.mp3
1440,1,4,Experimental,Instrumental,False,0.6022189855575562,0.0567883737385273,0.4580472707748413,37781,data/fma_small/037/037781.mp3
7577,7,6,Rock,Pop,False,0.6014646887779236,0.07791027426719666,0.3382126986980438,143216,data/fma_small/143/143216.mp3
2482,1,6,Experimental,Pop,False,0.6013346314430237,0.04981802776455879,0.4247298836708069,57937,data/fma_small/057/057937.mp3
1133,1,0,Experimental,Electronic,False,0.6002810597419739,0.03747661039233208,0.35785621404647827,27803,data/fma_small/027/027803.mp3
4073,6,0,Pop,Electronic,False,0.5979535579681396,0.2501697838306427,0.34778377413749695,91157,data/fma_small/091/091157.mp3
3039,6,0,Pop,Electronic,False,0.5937654376029968,0.04456229880452156,0.28688985109329224,69182,data/fma_small/069/069182.mp3
3887,3,0,Hip-Hop,Electronic,False,0.5934343934059143,0.09842079132795334,0.3771722912788391,86679,data/fma_small/086/086679.mp3
2499,2,7,Folk,Rock,False,0.5930138230323792,0.04076780751347542,0.4323883652687073,58140,data/fma_small/058/058140.mp3
1611,7,6,Rock,Pop,False,0.5920608639717102,0.0528089702129364,0.4482855200767517,40985,data/fma_small/040/040985.mp3
7587,4,0,Instrumental,Electronic,False,0.5907258987426758,0.06627458333969116,0.4316767752170563,143296,data/fma_small/143/143296.mp3
7437,4,0,Instrumental,Electronic,False,0.5891311168670654,0.09331538528203964,0.43883347511291504,141288,data/fma_small/141/141288.mp3
6069,3,7,Hip-Hop,Rock,False,0.5878275036811829,0.12332386523485184,0.40405595302581787,123441,data/fma_small/123/123441.mp3
6098,4,1,Instrumental,Experimental,False,0.5876978039741516,0.3587990701198578,0.22889873385429382,123763,data/fma_small/123/123763.mp3
6130,3,4,Hip-Hop,Instrumental,False,0.587533175945282,0.08446630835533142,0.32973507046699524,123979,data/fma_small/123/123979.mp3
3843,6,7,Pop,Rock,False,0.5870593190193176,0.36865711212158203,0.2184022068977356,85953,data/fma_small/085/085953.mp3
5701,0,4,Electronic,Instrumental,False,0.5849098563194275,0.07574313133955002,0.44815969467163086,118920,data/fma_small/118/118920.mp3
